小区名称,均价,在售二手房(套),销售状态,商圈,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数,附近门店,详细地址,小区详情网址,成交时间,成交价格(万),成交单价(元/每平),挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,房屋详情网址
凯云新世界,53940,7,90天成交0套9套正在出租,白云白云大道北,暂无信息 ,塔楼       ,1.2至4.2元/平米/月,新世界物业发展有限公司,新世界中国地产有限公司,25栋,1032户,暂无门店信息,(白云白云大道北)岭云路凯云新世界,https://gz.lianjia.com/xiaoqu/219998401548133/,2016.12.28 成交,610,36127,620,92,1,0,9,2047,4室2厅1厨3卫        ,低楼层 (共26层)          ,168.85㎡          ,暂无数据              ,暂无数据         ,南 北   ,未知 ,其他     ,钢混结构  ,        ,两梯两户           ,70年           ,有           ,GZ0002185873          ,商品房          ,2016-09-27         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002185873.html
凯云新世界,53940,7,90天成交0套9套正在出租,白云白云大道北,暂无信息 ,塔楼       ,1.2至4.2元/平米/月,新世界物业发展有限公司,新世界中国地产有限公司,25栋,1032户,暂无门店信息,(白云白云大道北)岭云路凯云新世界,https://gz.lianjia.com/xiaoqu/219998401548133/,2017.06.12 成交,710,51450,674,1,0,0,2,150,3室2厅1厨2卫        ,高楼层 (共22层)          ,138㎡          ,暂无数据              ,暂无数据         ,北   ,未知 ,其他     ,钢混结构  ,        ,两梯两户           ,70年           ,有           ,GZ0002796543          ,商品房          ,2017-06-12         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002796543.html
润祥大厦,29046,5,90天成交0套2套正在出租,白云同和,2000年建成 ,塔楼       ,1元/平米/月,广州市圣地物业管理有限公司,润祥物业管理有限公司,2栋,230户,暂无门店信息,(白云同和)广州大道北1521号润祥大厦,https://gz.lianjia.com/xiaoqu/2111103319402/,2016.03.20 成交,89,16482,90,1914,0,0,0,暂无数据,2室1厅0厨1卫        ,中楼层 (共13层)          ,54㎡          ,暂无数据              ,暂无数据         ,暂无数据   ,2000 ,简装     ,钢混结构  ,        ,两梯八户           ,70年           ,有           ,GZ0001310270          ,商品房          ,2010-12-24         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001310270.html
凯云新世界,53940,7,90天成交0套9套正在出租,白云白云大道北,暂无信息 ,塔楼       ,1.2至4.2元/平米/月,新世界物业发展有限公司,新世界中国地产有限公司,25栋,1032户,暂无门店信息,(白云白云大道北)岭云路凯云新世界,https://gz.lianjia.com/xiaoqu/219998401548133/,2017.12.31 成交,729,52827,750,57,0,0,0,21,3室1厅1厨2卫        ,高楼层 (共22层)          ,138㎡          ,暂无数据              ,暂无数据         ,东北   ,未知 ,其他     ,钢混结构  ,        ,两梯两户           ,70年           ,有           ,GZ0003322638          ,商品房          ,2017-11-04         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003322638.html
润祥大厦,29046,5,90天成交0套2套正在出租,白云同和,2000年建成 ,塔楼       ,1元/平米/月,广州市圣地物业管理有限公司,润祥物业管理有限公司,2栋,230户,暂无门店信息,(白云同和)广州大道北1521号润祥大厦,https://gz.lianjia.com/xiaoqu/2111103319402/,2017.05.03 成交,150,20000,180,1664,0,0,0,21,2室2厅0厨1卫        ,中楼层 (共13层)          ,75㎡          ,暂无数据              ,暂无数据         ,东南   ,2000 ,简装     ,钢混结构  ,        ,两梯十五户           ,70年           ,有           ,GZ0002645128          ,商品房          ,2012-10-12         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002645128.html
润祥大厦,29046,5,90天成交0套2套正在出租,白云同和,2000年建成 ,塔楼       ,1元/平米/月,广州市圣地物业管理有限公司,润祥物业管理有限公司,2栋,230户,暂无门店信息,(白云同和)广州大道北1521号润祥大厦,https://gz.lianjia.com/xiaoqu/2111103319402/,2017.06.11 成交,186.8,22507,186.8,暂无数据,1,0,6,634,3室2厅1厨2卫        ,中楼层 (共13层)          ,83㎡          ,暂无数据              ,暂无数据         ,东南   ,2000 ,其他     ,钢混结构  ,        ,两梯十五户           ,70年           ,有           ,GZ0002745850          ,商品房          ,2017-07-01         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002745850.html
增槎路锦翠苑,28729,3,90天成交0套1套正在出租,白云罗冲围,2004年建成 ,塔楼       ,0.8元/平米/月,无物业管理服务,暂无信息,10栋,321户,暂无门店信息,(白云罗冲围)增槎路,https://gz.lianjia.com/xiaoqu/2111103319398/,2016.11.04 成交,163,18112,170,41,1,0,4,169,2室2厅1厨1卫        ,中楼层 (共12层)          ,90㎡          ,暂无数据              ,暂无数据         ,南   ,2004 ,其他     ,钢混结构  ,        ,一梯六户           ,70年           ,暂无数据           ,GZ0002049400          ,商品房          ,2016-09-24         ,普通住宅          ,满五年       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002049400.html
增槎路锦翠苑,28729,3,90天成交0套1套正在出租,白云罗冲围,2004年建成 ,塔楼       ,0.8元/平米/月,无物业管理服务,暂无信息,10栋,321户,暂无门店信息,(白云罗冲围)增槎路,https://gz.lianjia.com/xiaoqu/2111103319398/,2017.04.17 成交,160,19167,160,135,0,0,39,3348,2室1厅1厨1卫        ,低楼层 (共6层)          ,83.48㎡          ,暂无数据              ,暂无数据         ,南 北   ,2004 ,其他     ,钢混结构  ,        ,一梯四户           ,70年           ,暂无数据           ,GZ0002274803          ,商品房          ,2016-12-03         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002274803.html
增槎路锦翠苑,28729,3,90天成交0套1套正在出租,白云罗冲围,2004年建成 ,塔楼       ,0.8元/平米/月,无物业管理服务,暂无信息,10栋,321户,暂无门店信息,(白云罗冲围)增槎路,https://gz.lianjia.com/xiaoqu/2111103319398/,2017.05.27 成交,198,24941,200,41,0,0,8,1012,2室1厅1厨1卫        ,低楼层 (共11层)          ,79.39㎡          ,暂无数据              ,暂无数据         ,东南   ,未知 ,其他     ,钢混结构  ,        ,一梯六户           ,70年           ,暂无数据           ,GZ0002610487          ,商品房          ,2017-04-16         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002610487.html
增槎路锦翠苑,28729,3,90天成交0套1套正在出租,白云罗冲围,2004年建成 ,塔楼       ,0.8元/平米/月,无物业管理服务,暂无信息,10栋,321户,暂无门店信息,(白云罗冲围)增槎路,https://gz.lianjia.com/xiaoqu/2111103319398/,2018.01.30 成交,260,29103,270,112,1,0,4,1429,2室1厅1厨2卫        ,低楼层 (共11层)          ,89.34㎡          ,暂无数据              ,暂无数据         ,西北   ,2004 ,其他     ,钢混结构  ,        ,一梯六户           ,70年           ,暂无数据           ,GZ0003153613          ,商品房          ,2017-10-10         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003153613.html
万科蓝山,27472,21,90天成交0套5套正在出租,白云南湖,2007年建成 ,塔楼       ,1.9元/平米/月,广州市万科物业服务有限公司,广州市万科房地产有限公司,53栋,1028户,暂无门店信息,(白云南湖)同和路万科蓝山,https://gz.lianjia.com/xiaoqu/2111103317847/,2016.12.18 成交,236.8,24927,240,207,0,0,0,274,3室1厅0厨1卫        ,低楼层 (共18层)          ,95㎡          ,暂无数据              ,暂无数据         ,东   ,2007 ,毛坯     ,钢混结构  ,        ,两梯四户           ,70年           ,有           ,GZ0002288949          ,商品房          ,2016-05-25         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002288949.html
万科蓝山,27472,21,90天成交0套5套正在出租,白云南湖,2007年建成 ,塔楼       ,1.9元/平米/月,广州市万科物业服务有限公司,广州市万科房地产有限公司,53栋,1028户,暂无门店信息,(白云南湖)同和路万科蓝山,https://gz.lianjia.com/xiaoqu/2111103317847/,2016.03.14 成交,213,19542,220,14,0,0,0,暂无数据,3室2厅0厨2卫        ,低楼层 (共18层)          ,109㎡          ,暂无数据              ,暂无数据         ,暂无数据   ,2007 ,毛坯     ,钢混结构  ,        ,两梯四户           ,70年           ,有           ,GZ0001458955          ,商品房          ,2016-03-01         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001458955.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2016.04.22 成交,67.5,10888,68,35,1,0,0,暂无数据,2室2厅0厨0卫        ,高楼层 (共9层)          ,62㎡          ,暂无数据              ,暂无数据         ,暂无数据   ,1995 ,其他     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0001501729          ,商品房          ,2016-03-19         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001501729.html
万科蓝山,27472,21,90天成交0套5套正在出租,白云南湖,2007年建成 ,塔楼       ,1.9元/平米/月,广州市万科物业服务有限公司,广州市万科房地产有限公司,53栋,1028户,暂无门店信息,(白云南湖)同和路万科蓝山,https://gz.lianjia.com/xiaoqu/2111103317847/,2017.03.13 成交,300,16667,300,暂无数据,1,0,10,1105,4室2厅2厨2卫        ,低楼层 (共18层)          ,180㎡          ,暂无数据              ,暂无数据         ,南   ,2007 ,精装     ,钢混结构  ,        ,两梯两户           ,70年           ,有           ,GZ0002392486          ,商品房          ,2018-06-03         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002392486.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2016.07.25 成交,122,16945,123,1,0,0,0,暂无数据,2室2厅0厨1卫        ,中楼层 (共9层)          ,72㎡          ,暂无数据              ,暂无数据         ,西南   ,1995 ,简装     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0001878825          ,商品房          ,2016-07-24         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001878825.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2016.07.24 成交,70,10044,75,172,1,0,1,暂无数据,2室2厅0厨1卫        ,低楼层 (共9层)          ,69.7㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0001801861          ,商品房          ,2016-02-03         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001801861.html
梅苑小区,36965,13,90天成交0套6套正在出租,白云同和,1999年建成 ,塔楼       ,0.5元/平米/月,广州市和顺物业管理有限公司,广州市云山实业公司,21栋,967户,暂无门店信息,(白云同和)同和路梅苑小区,https://gz.lianjia.com/xiaoqu/2110343238599531/,2016.12.07 成交,152.5,25417,155,44,1,0,2,847,1室1厅1厨1卫        ,高楼层 (共9层)          ,60㎡          ,暂无数据              ,暂无数据         ,东北   ,1999 ,其他     ,钢混结构  ,        ,一梯七户           ,70年           ,有           ,GZ0002202167          ,商品房          ,2016-10-24         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002202167.html
梅苑小区,36965,13,90天成交0套6套正在出租,白云同和,1999年建成 ,塔楼       ,0.5元/平米/月,广州市和顺物业管理有限公司,广州市云山实业公司,21栋,967户,暂无门店信息,(白云同和)同和路梅苑小区,https://gz.lianjia.com/xiaoqu/2110343238599531/,2017.02.28 成交,162.2,19781,165,13,1,0,5,493,3室2厅1厨1卫        ,高楼层 (共9层)          ,82㎡          ,暂无数据              ,暂无数据         ,东   ,1999 ,其他     ,钢混结构  ,        ,一梯九户           ,70年           ,无           ,GZ0002422583          ,商品房          ,2017-02-15         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002422583.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2016.09.17 成交,74.8,10686,80,165,1,0,1,4,3室1厅0厨1卫        ,中楼层 (共9层)          ,70㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0001566936          ,商品房          ,2016-04-05         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001566936.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2016.11.30 成交,95,12059,105,184,0,0,19,896,3室2厅1厨1卫        ,中楼层 (共9层)          ,78.78㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,简装     ,钢混结构  ,        ,一梯八户           ,70年           ,无           ,GZ0002197487          ,商品房          ,2016-05-30         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002197487.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.01.10 成交,74.5,13243,76,144,1,0,36,2269,2室1厅1厨1卫        ,中楼层 (共9层)          ,56.26㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,简装     ,钢混结构  ,        ,一梯八户           ,70年           ,无           ,GZ0002195557          ,商品房          ,2016-08-19         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002195557.html
梅苑小区,36965,13,90天成交0套6套正在出租,白云同和,1999年建成 ,塔楼       ,0.5元/平米/月,广州市和顺物业管理有限公司,广州市云山实业公司,21栋,967户,暂无门店信息,(白云同和)同和路梅苑小区,https://gz.lianjia.com/xiaoqu/2110343238599531/,2018.04.11 成交,226,35148,230,8,0,0,4,235,2室1厅1厨1卫        ,中楼层 (共9层)          ,64.3㎡          ,暂无数据              ,暂无数据         ,东南   ,1999 ,精装     ,钢混结构  ,        ,一梯九户           ,70年           ,无           ,GZ0003890873          ,商品房          ,2018-04-03         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003890873.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,板楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2016.07.27 成交,69,14436,70,23,1,0,0,暂无数据,2室2厅0厨1卫        ,中楼层 (共5层)          ,47.8㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯三户           ,70年           ,无           ,GZ0001809722          ,商品房          ,2016-07-04         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001809722.html
梅苑小区,36965,13,90天成交0套6套正在出租,白云同和,1999年建成 ,塔楼       ,0.5元/平米/月,广州市和顺物业管理有限公司,广州市云山实业公司,21栋,967户,暂无门店信息,(白云同和)同和路梅苑小区,https://gz.lianjia.com/xiaoqu/2110343238599531/,2017.06.15 成交,285,34375,290,49,1,0,9,1525,3室2厅1厨1卫        ,高楼层 (共9层)          ,82.91㎡          ,暂无数据              ,暂无数据         ,北   ,1999 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0002642999          ,商品房          ,2017-04-27         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002642999.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2016.08.11 成交,90,12413,90,1,0,0,0,暂无数据,2室1厅0厨1卫        ,中楼层 (共9层)          ,72.51㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0001928901          ,商品房          ,2016-08-11         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001928901.html
御鹿华轩,37338,1,90天成交0套0套正在出租,白云广园路,2000年建成 ,塔楼       ,1.7元/平米/月,广东建工恒福物业管理公司,广州御金庄置业有限公司,10栋,359户,暂无门店信息,(白云广园路)广园中路340号,https://gz.lianjia.com/xiaoqu/2111103316381/,2016.12.31 成交,190,23544,195,104,0,0,2,842,2室1厅1厨1卫        ,高楼层 (共9层)          ,80.7㎡          ,暂无数据              ,暂无数据         ,南   ,2000 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,有           ,GZ0002196163          ,商品房          ,2016-09-18         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002196163.html
御鹿华轩,37338,1,90天成交0套0套正在出租,白云广园路,2000年建成 ,塔楼       ,1.7元/平米/月,广东建工恒福物业管理公司,广州御金庄置业有限公司,10栋,359户,暂无门店信息,(白云广园路)广园中路340号,https://gz.lianjia.com/xiaoqu/2111103316381/,2017.03.10 成交,323,26917,334,409,0,0,0,8,3室1厅0厨2卫        ,低楼层 (共8层)          ,120㎡          ,暂无数据              ,暂无数据         ,东南   ,2000 ,其他     ,钢混结构  ,        ,一梯四户           ,70年           ,有           ,GZ0002525956          ,商品房          ,2016-01-26         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002525956.html
御鹿华轩,37338,1,90天成交0套0套正在出租,白云广园路,2000年建成 ,塔楼       ,1.7元/平米/月,广东建工恒福物业管理公司,广州御金庄置业有限公司,10栋,359户,暂无门店信息,(白云广园路)广园中路340号,https://gz.lianjia.com/xiaoqu/2111103316381/,2017.05.02 成交,372,32348,410,194,1,0,6,2005,3室2厅0厨2卫        ,中楼层 (共9层)          ,115㎡          ,平层              ,暂无数据         ,东   ,2000 ,精装     ,钢混结构  ,        ,一梯四户           ,70年           ,有           ,GZ0002291066          ,商品房          ,2016-10-20         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002291066.html
御鹿华轩,37338,1,90天成交0套0套正在出租,白云广园路,2000年建成 ,塔楼       ,1.7元/平米/月,广东建工恒福物业管理公司,广州御金庄置业有限公司,10栋,359户,暂无门店信息,(白云广园路)广园中路340号,https://gz.lianjia.com/xiaoqu/2111103316381/,2017.04.03 成交,175,24306,175,197,1,0,55,5532,3室1厅1厨1卫        ,高楼层 (共9层)          ,72㎡          ,暂无数据              ,72㎡         ,北   ,2000 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,有           ,GZ0002242712          ,商品房          ,2016-09-18         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002242712.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2016.03.28 成交,94,14921,100,733,1,0,0,暂无数据,2室1厅0厨1卫        ,高楼层 (共9层)          ,63㎡          ,暂无数据              ,暂无数据         ,西   ,1999 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0001516970          ,商品房          ,2014-03-27         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001516970.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2016.03.29 成交,98,16897,105,2,0,0,0,暂无数据,2室1厅0厨1卫        ,中楼层 (共9层)          ,58㎡          ,暂无数据              ,暂无数据         ,南   ,1999 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0001531196          ,商品房          ,2016-03-28         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001531196.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2016.05.16 成交,98,15556,100,暂无数据,1,0,0,暂无数据,2室1厅0厨1卫        ,低楼层 (共9层)          ,63㎡          ,平层              ,暂无数据         ,东 西   ,1999 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0001343918          ,商品房          ,2016-05-20         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001343918.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2016.06.02 成交,98.5,15635,100,13,0,0,0,暂无数据,2室1厅0厨1卫        ,低楼层 (共9层)          ,63㎡          ,平层              ,暂无数据         ,东 西   ,1999 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0001697907          ,商品房          ,2016-05-20         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001697907.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2016.08.16 成交,130,13266,130,3381,1,0,1,暂无数据,3室2厅0厨1卫        ,高楼层 (共8层)          ,98㎡          ,暂无数据              ,暂无数据         ,南   ,1999 ,简装     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0001621860          ,商品房          ,2007-05-15         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001621860.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2017.01.12 成交,104,13867,108,1296,0,0,0,200,3室1厅1厨1卫        ,高楼层 (共8层)          ,75㎡          ,暂无数据              ,61.46㎡         ,南 北   ,1999 ,精装     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0002330341          ,商品房          ,2013-06-26         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002330341.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2016.09.18 成交,108,14400,113,1,0,0,0,3,2室1厅0厨1卫        ,中楼层 (共8层)          ,75㎡          ,暂无数据              ,暂无数据         ,南 北   ,1999 ,简装     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0002004086          ,商品房          ,2016-09-17         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002004086.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2017.05.05 成交,143,21667,145,57,0,0,1,15,2室1厅1厨1卫        ,中楼层 (共8层)          ,66㎡          ,暂无数据              ,暂无数据         ,北   ,1999 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0002649525          ,商品房          ,2017-03-09         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002649525.html
